energy,unc_en,intensity,unc_i,start_level_hl,start_level_energy,end_level_hl,end_level_energy,multipolarity,mixing_ratio,unc_mr,conversion_coeff,unc_cc,p_z,p_n,p_symbol,p_energy_shift,p_energy,unc_pe,jp,half_life,operator_hl,unc_hl,unit_hl,half_life_sec,unc_hls,decay,decay_%,unc_d,q,unc_q,d_z,d_n,d_symbol,ensdf_publication_cut-off,ensdf_authors,Extraction_date
1137.5,0.3,0.013,0.009,,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
1139,1,0.00125,0.00008,,,,,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
1170.97,0.09,0.0372,0.0016,,1292.753,0.000000001396,121.7818,[M1 E2],,,0.0023,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
1206.09,0.16,0.013,0.0013,,1550.17,0.000000000032,344.2789,[E2],,,0.00188,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2025-12-15
1207.3,0.6,0.0028,0.001,,,,,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
1212.948,0.011,1.415,0.008,,1579.427,0.00000000006,366.4795,E1,,,0.000756,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
1246.34,0.16,0.00093,0.00013,,1612.88,0.00000000006,366.4795,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
1249.94,0.05,0.187,0.003,,1371.721,0.000000001396,121.7818,E2,,,0.001586,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
1261.35,0.05,0.0335,0.0013,,1605.596,0.000000000032,344.2789,M1,,,0.00265,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2025-12-15
1292.78,0.05,0.101,0.003,,1292.753,,0.0,[E2],,,0.001491,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
1292.8,,,,,1292.66,,0.0,,,,,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,EC+B+,27,3,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
1299.142,0.008,1.633,0.011,,1643.421,0.000000000032,344.2789,E1+M2,,,0.000788,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2025-12-15
1314.6,,0.0019,0.0005,,1314.640,,0.0,E1,,,0.000773,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2025-12-15
1314.61,0.06,0.93,0.14,,1314.62,,0.0,E1,,,7.73E-4,,63,89,Eu,,45.5998,0.0004,0-,9.3116,,13,h,33521.76,4.68,B-,73,3,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2025-12-15
1315.58,0.16,0.00364,0.00016,,1682.07,0.00000000006,366.4795,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
1318.38,0.17,0.00157,0.00013,,1318.456,,0.0,,,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2025-12-15
1348.1,0.07,0.0173,0.0008,,1692.40,0.000000000032,344.2789,M1+E2,-13,6,0.001541,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,B-,27.92,0.13,1818.8,7,64,88,Gd,31-Aug-2013,M. J. MARTIN,2025-12-15
1363.78,0.05,0.0258,0.0006,,1730.207,0.00000000006,366.4795,(E1),,,,,63,89,Eu,,0,,3-,13.517,,9,Y,426554968.39856005,284012.333771328,EC+B+,72.08,0.13,1874.5,15,62,90,Sm,31-Aug-2013,M. J. MARTIN,2025-12-15
